Pendolo inverso attivazione
(dt=2)
PWM	mStep	mVel	mAcc
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
15	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	0	0	0
30	1	1	1
30	1	0	-1
30	1	0	0
30	1	0	0
30	1	0	0
30	1	0	0
30	1	0	0
30	1	0	0
30	2	1	1
30	2	0	-1
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	2	0	0
30	3	1	1
30	3	0	-1
30	3	0	0
30	3	0	0
30	4	1	1
30	4	0	-1
30	4	0	0
30	4	0	0
30	5	1	1
30	5	0	-1
30	5	0	0
30	6	1	1
30	6	0	-1
30	6	0	0
30	7	1	1
30	7	0	-1
30	8	1	1
30	8	0	-1
30	9	1	1
30	9	0	-1
30	10	1	1
30	10	0	-1
30	10	0	0
30	11	1	1
30	12	1	0
30	12	0	-1
30	13	1	1
30	14	1	0
30	14	0	-1
30	15	1	1
30	16	1	0
30	16	0	-1
30	17	1	1
30	18	1	0
30	18	0	-1
30	19	1	1
30	20	1	0
30	21	1	0
30	22	1	0
30	23	1	0
30	24	1	0
30	25	1	0
30	26	1	0
30	26	0	-1
30	27	1	1
30	28	1	0
30	30	2	1
30	30	0	-2
30	31	1	1
30	32	1	0
30	34	2	1
30	34	0	-2
30	36	2	2
30	37	1	-1
30	38	1	0
30	38	0	-1
30	40	2	2
30	41	1	-1
30	42	1	0
30	44	2	1
30	45	1	-1
30	46	1	0
30	47	1	0
30	48	1	0
30	50	2	1
30	51	1	-1
30	52	1	0
30	54	2	1
30	55	1	-1
30	56	1	0
30	58	2	1
30	59	1	-1
30	60	1	0
30	62	2	1
30	63	1	-1
30	64	1	0
30	66	2	1
30	67	1	-1
30	69	2	1
30	70	1	-1
30	72	2	1
30	73	1	-1
30	74	1	0
30	76	2	1
30	78	2	0
30	79	1	-1
30	81	2	1
30	82	1	-1
30	84	2	1
30	86	2	0
30	87	1	-1
30	89	2	1
30	90	1	-1
30	92	2	1
30	94	2	0
30	96	2	0
30	98	2	0
30	99	1	-1
30	101	2	1
30	102	1	-1
30	104	2	1
30	106	2	0
30	108	2	0
30	110	2	0
30	111	1	-1
30	113	2	1
30	115	2	0
30	117	2	0
30	118	1	-1
30	120	2	1
30	122	2	0
30	124	2	0
30	126	2	0
30	128	2	0
30	130	2	0
30	132	2	0
30	134	2	0
30	136	2	0
30	138	2	0
30	140	2	0
30	142	2	0
30	144	2	0
30	146	2	0
30	148	2	0
30	150	2	0
30	152	2	0
30	154	2	0
30	156	2	0
30	158	2	0
30	160	2	0
30	162	2	0
30	164	2	0
30	166	2	0
30	168	2	0
30	170	2	0
30	173	3	1
30	175	2	-1
30	177	2	0
30	179	2	0
30	182	3	1
30	184	2	-1
30	186	2	0
30	188	2	0
30	190	2	0
30	192	2	0
30	194	2	0
30	197	3	1
30	199	2	-1
30	202	3	1
30	204	2	-1
30	206	2	0
30	208	2	0
30	210	2	0
30	213	3	1
30	216	3	0
30	218	2	-1
30	220	2	0
30	222	2	0
30	225	3	1
30	227	2	-1
30	230	3	1
30	232	2	-1
30	234	2	0
30	237	3	1
30	239	2	-1
30	242	3	1
30	244	2	-1
30	246	2	0
30	249	3	1
30	252	3	0
30	254	2	-1
30	257	3	1
30	259	2	-1
30	262	3	1
30	264	2	-1
30	266	2	0
30	269	3	1
30	272	3	0
30	274	2	-1
30	277	3	1
30	279	2	-1
30	282	3	1
30	285	3	0
30	287	2	-1
30	290	3	1
30	292	2	-1
30	295	3	1
30	298	3	0
30	300	2	-1
30	303	3	1
30	306	3	0
30	308	2	-1
30	311	3	1
30	314	3	0
30	316	2	-1
30	319	3	1
30	322	3	0
30	324	2	-1
30	327	3	1
30	330	3	0
30	333	3	0
30	335	2	-1
30	338	3	1
30	341	3	0
30	344	3	0
30	346	2	-1
30	350	4	2
30	352	2	-2
30	355	3	1
30	358	3	0
30	361	3	0
30	363	2	-1
30	366	3	1
30	369	3	0
30	372	3	0
30	374	2	-1
30	378	4	2
30	380	2	-2
30	383	3	1
30	386	3	0
30	389	3	0
30	392	3	0
30	395	3	0
30	398	3	0
30	401	3	0
30	404	3	0
30	406	2	-1
30	410	4	2
30	412	2	-2
30	415	3	1
30	418	3	0
30	422	4	1
30	424	2	-2
30	427	3	1
30	430	3	0
30	434	4	1
30	436	2	-2
30	440	4	2
30	442	2	-2
30	446	4	2
30	449	3	-1
30	452	3	0
30	454	2	-1
30	458	4	2
30	461	3	-1
30	464	3	0
30	467	3	0
30	470	3	0
30	473	3	0
30	476	3	0
30	479	3	0
30	482	3	0
30	486	4	1
30	489	3	-1
30	492	3	0
30	495	3	0
30	498	3	0
30	502	4	1
30	505	3	-1
30	508	3	0
30	511	3	0
30	514	3	0
30	518	4	1
30	520	2	-2
30	524	4	2
30	527	3	-1
30	530	3	0
30	534	4	1
30	537	3	-1
30	540	3	0
30	543	3	0
30	546	3	0
30	550	4	1
30	553	3	-1
30	556	3	0
30	559	3	0
30	562	3	0
30	566	4	1
30	569	3	-1
30	572	3	0
30	576	4	1
30	579	3	-1
30	582	3	0
30	586	4	1
30	589	3	-1
30	592	3	0
30	596	4	1
30	599	3	-1
30	602	3	0
30	606	4	1
30	609	3	-1
30	612	3	0
30	616	4	1
30	619	3	-1
30	622	3	0
30	626	4	1
30	630	4	0
30	633	3	-1
30	636	3	0
30	640	4	1
30	643	3	-1
30	646	3	0
30	650	4	1
30	654	4	0
30	657	3	-1
30	660	3	0
30	664	4	1
30	667	3	-1
30	670	3	0
30	674	4	1
30	678	4	0
30	681	3	-1
30	684	3	0
30	688	4	1
30	691	3	-1
30	695	4	1
30	698	3	-1
30	702	4	1
30	706	4	0
30	709	3	-1
30	712	3	0
30	716	4	1
30	720	4	0
30	723	3	-1
30	726	3	0
30	730	4	1
30	734	4	0
30	737	3	-1
30	741	4	1
30	744	3	-1
30	748	4	1
30	752	4	0
30	755	3	-1
30	758	3	0
30	762	4	1
30	766	4	0
30	770	4	0
30	773	3	-1
30	777	4	1
30	780	3	-1
30	784	4	1
30	788	4	0
30	791	3	-1
30	795	4	1
30	798	3	-1
30	802	4	1
30	806	4	0
30	810	4	0
30	813	3	-1
30	817	4	1
30	820	3	-1
30	824	4	1
30	828	4	0
30	832	4	0
30	835	3	-1
30	839	4	1
30	842	3	-1
30	846	4	1
30	850	4	0
30	854	4	0
30	858	4	0
30	861	3	-1
30	865	4	1
30	869	4	0
30	872	3	-1
30	876	4	1
30	880	4	0
30	884	4	0
30	887	3	-1
30	891	4	1
30	895	4	0
30	898	3	-1
30	902	4	1
30	906	4	0
30	910	4	0
30	914	4	0
30	918	4	0
30	922	4	0
30	925	3	-1
30	929	4	1
30	933	4	0
30	936	3	-1
30	938	2	-1
30	942	4	2
30	946	4	0
30	950	4	0
30	954	4	0
30	958	4	0
30	961	3	-1
30	965	4	1
30	969	4	0
30	973	4	0
30	976	3	-1
30	978	2	-1
30	982	4	2
30	986	4	0
30	990	4	0
30	994	4	0
30	998	4	0
30	1002	4	0
30	1006	4	0
30	1010	4	0
30	1014	4	0
30	1018	4	0
30	1022	4	0
30	1025	3	-1
30	1029	4	1
30	1033	4	0
30	1037	4	0
30	1041	4	0
30	1045	4	0
30	1049	4	0
30	1053	4	0
30	1057	4	0
30	1061	4	0
30	1064	3	-1
30	1066	2	-1
30	1068	2	0
30	1070	2	0
30	1074	4	2
30	1078	4	0
30	1082	4	0
30	1086	4	0
30	1090	4	0
30	1094	4	0
30	1098	4	0
30	1102	4	0
30	1106	4	0
30	1110	4	0
30	1114	4	0
30	1118	4	0
30	1122	4	0
30	1126	4	0
30	1130	4	0
30	1134	4	0
30	1138	4	0
30	1142	4	0
30	1146	4	0
30	1150	4	0
30	1154	4	0
30	1158	4	0
30	1162	4	0
30	1164	2	-2
30	1166	2	0
30	1168	2	0
30	1170	2	0
30	1173	3	1
30	1177	4	1
30	1181	4	0
30	1185	4	0
30	1189	4	0
30	1193	4	0
30	1197	4	0
30	1201	4	0
30	1205	4	0
30	1209	4	0
30	1213	4	0
30	1218	5	1
30	1222	4	-1
30	1226	4	0
30	1230	4	0
30	1234	4	0
30	1238	4	0
30	1242	4	0
30	1246	4	0
30	1250	4	0
30	1254	4	0
30	1258	4	0
30	1262	4	0
30	1266	4	0
30	1268	2	-2
30	1271	3	1
30	1275	4	1
30	1279	4	0
30	1283	4	0
30	1287	4	0
30	1292	5	1
30	1296	4	-1
30	1300	4	0
30	1304	4	0
30	1308	4	0
30	1312	4	0
30	1316	4	0
30	1319	3	-1
30	1323	4	1
30	1327	4	0
30	1331	4	0
30	1336	5	1
30	1340	4	-1
30	1344	4	0
30	1348	4	0
30	1352	4	0
30	1356	4	0
30	1360	4	0
30	1364	4	0
30	1366	2	-2
30	1369	3	1
30	1373	4	1
30	1377	4	0
30	1382	5	1
30	1386	4	-1
30	1390	4	0
30	1394	4	0
30	1398	4	0
30	1401	3	-1
30	1405	4	1
30	1409	4	0
30	1414	5	1
30	1418	4	-1
30	1422	4	0
30	1426	4	0
30	1430	4	0
30	1434	4	0
30	1437	3	-1
30	1441	4	1
30	1445	4	0
30	1450	5	1
30	1454	4	-1
30	1458	4	0
30	1462	4	0
30	1465	3	-1
30	1469	4	1
30	1473	4	0
30	1478	5	1
30	1482	4	-1
30	1486	4	0
30	1490	4	0
30	1494	4	0
30	1497	3	-1
30	1501	4	1
30	1506	5	1
30	1510	4	-1
30	1514	4	0
30	1518	4	0
30	1521	3	-1
30	1525	4	1
30	1530	5	1
30	1534	4	-1
30	1538	4	0
30	1542	4	0
30	1546	4	0
30	1549	3	-1
30	1553	4	1
30	1558	5	1
30	1562	4	-1
30	1566	4	0
30	1570	4	0
30	1573	3	-1
30	1577	4	1
30	1582	5	1
30	1586	4	-1
30	1590	4	0
30	1594	4	0
30	1597	3	-1
30	1601	4	1
30	1606	5	1
30	1610	4	-1
30	1614	4	0
30	1617	3	-1
30	1621	4	1
30	1626	5	1
30	1630	4	-1
30	1634	4	0
30	1638	4	0
30	1641	3	-1
30	1645	4	1
30	1650	5	1
30	1654	4	-1
30	1658	4	0
30	1661	3	-1
30	1665	4	1
30	1670	5	1
30	1674	4	-1
30	1678	4	0
30	1682	4	0
30	1685	3	-1
30	1690	5	2
30	1694	4	-1
30	1698	4	0
30	1701	3	-1
30	1705	4	1
30	1710	5	1
30	1714	4	-1
30	1718	4	0
30	1723	5	1
30	1727	4	-1
30	1732	5	1
30	1736	4	-1
30	1740	4	0
30	1743	3	-1
30	1748	5	2
30	1752	4	-1
30	1756	4	0
30	1760	4	0
30	1763	3	-1
30	1768	5	2
30	1772	4	-1
30	1776	4	0
30	1779	3	-1
30	1784	5	2
30	1788	4	-1
30	1792	4	0
30	1796	4	0
30	1799	3	-1
30	1803	4	1
30	1806	3	-1
30	1810	4	1
30	1813	3	-1
30	1818	5	2
30	1822	4	-1
30	1826	4	0
30	1830	4	0
30	1833	3	-1
30	1838	5	2
30	1842	4	-1
30	1847	5	1
30	1851	4	-1
30	1856	5	1
30	1860	4	-1
30	1864	4	0
30	1867	3	-1
30	1872	5	2
30	1876	4	-1
30	1880	4	0
30	1883	3	-1
30	1888	5	2
30	1892	4	-1
30	1896	4	0
30	1899	3	-1
30	1903	4	1
30	1908	5	1
30	1912	4	-1
30	1915	3	-1
30	1920	5	2
30	1924	4	-1
30	1928	4	0
30	1931	3	-1
30	1936	5	2
30	1940	4	-1
30	1945	5	1
30	1949	4	-1
30	1954	5	1
30	1958	4	-1
30	1962	4	0
30	1965	3	-1
30	1970	5	2
30	1974	4	-1
30	1977	3	-1
30	1982	5	2
30	1986	4	-1
30	1990	4	0
30	1995	5	1
30	1999	4	-1
30	2004	5	1
30	2008	4	-1
30	2011	3	-1
30	2016	5	2
30	2020	4	-1
30	2024	4	0
30	2027	3	-1
30	2032	5	2
30	2036	4	-1
30	2039	3	-1
30	2044	5	2
30	2048	4	-1
30	2052	4	0
30	2055	3	-1
30	2060	5	2
30	2064	4	-1
30	2067	3	-1
30	2072	5	2
30	2076	4	-1
30	2080	4	0
30	2083	3	-1
30	2088	5	2
30	2092	4	-1
30	2095	3	-1
30	2100	5	2
30	2104	4	-1
30	2108	4	0
30	2111	3	-1
30	2116	5	2
30	2120	4	-1
30	2123	3	-1
30	2128	5	2
30	2132	4	-1
30	2136	4	0
30	2139	3	-1
30	2144	5	2
30	2149	5	0
30	2153	4	-1
30	2158	5	1
30	2162	4	-1
30	2165	3	-1
30	2170	5	2
30	2174	4	-1
30	2177	3	-1
30	2182	5	2
30	2186	4	-1
30	2190	4	0
30	2193	3	-1
30	2198	5	2
30	2202	4	-1
30	2205	3	-1
30	2210	5	2
30	2214	4	-1
30	2217	3	-1
30	2222	5	2
30	2226	4	-1
30	2229	3	-1
30	2234	5	2
30	2238	4	-1
30	2242	4	0
30	2245	3	-1
30	2250	5	2
30	2255	5	0
30	2260	5	0
30	2264	4	-1
30	2268	4	0
30	2271	3	-1
30	2276	5	2
30	2280	4	-1
30	2283	3	-1
30	2288	5	2
30	2292	4	-1
30	2295	3	-1
30	2300	5	2
30	2304	4	-1
30	2307	3	-1
30	2312	5	2
30	2316	4	-1
30	2319	3	-1
30	2324	5	2
30	2328	4	-1
30	2331	3	-1
30	2336	5	2
30	2340	4	-1
30	2345	5	1
30	2350	5	0
30	2354	4	-1
30	2357	3	-1
30	2362	5	2
30	2366	4	-1
30	2369	3	-1
30	2374	5	2
30	2378	4	-1
30	2381	3	-1
30	2386	5	2
30	2390	4	-1
30	2395	5	1
30	2400	5	0
30	2404	4	-1
30	2407	3	-1
30	2412	5	2
30	2416	4	-1
30	2419	3	-1
30	2424	5	2
30	2428	4	-1
30	2431	3	-1
30	2436	5	2
30	2440	4	-1
30	2443	3	-1
30	2448	5	2
30	2453	5	0
30	2458	5	0
30	2462	4	-1
30	2467	5	1
30	2471	4	-1
30	2474	3	-1
30	2479	5	2
30	2484	5	0
30	2488	4	-1
30	2493	5	1
30	2498	5	0
30	2502	4	-1
30	2505	3	-1
30	2510	5	2
30	2514	4	-1
30	2517	3	-1
30	2522	5	2
30	2527	5	0
30	2532	5	0
30	2536	4	-1
30	2541	5	1
30	2546	5	0
30	2550	4	-1
30	2553	3	-1
30	2558	5	2
30	2562	4	-1
30	2565	3	-1
30	2570	5	2
30	2575	5	0
30	2580	5	0
30	2584	4	-1
30	2589	5	1
30	2593	4	-1
30	2596	3	-1
30	2599	3	0
30	2604	5	2
30	2608	4	-1
30	2611	3	-1
30	2616	5	2
30	2621	5	0
30	2626	5	0
30	2630	4	-1
30	2635	5	1
30	2640	5	0
30	2644	4	-1
30	2647	3	-1
30	2652	5	2
30	2656	4	-1
30	2659	3	-1
30	2664	5	2
30	2669	5	0
30	2674	5	0
30	2678	4	-1
30	2683	5	1
30	2688	5	0
30	2693	5	0
30	2698	5	0
30	2702	4	-1
30	2707	5	1
30	2712	5	0
30	2716	4	-1
30	2719	3	-1
30	2724	5	2
30	2728	4	-1
30	2731	3	-1
30	2736	5	2
30	2739	3	-2
30	2744	5	2
30	2748	4	-1
30	2751	3	-1
30	2756	5	2
30	2761	5	0
30	2766	5	0
30	2770	4	-1
30	2773	3	-1
30	2778	5	2
30	2783	5	0
30	2788	5	0
30	2792	4	-1
30	2797	5	1
30	2802	5	0
30	2806	4	-1
30	2810	4	0
30	2814	4	0
30	2819	5	1
30	2824	5	0
30	2828	4	-1
30	2831	3	-1
30	2836	5	2
30	2840	4	-1
30	2844	4	0
30	2848	4	0
30	2851	3	-1
30	2856	5	2
30	2860	4	-1
30	2864	4	0
30	2868	4	0
30	2871	3	-1
30	2876	5	2
30	2880	4	-1
30	2884	4	0
30	2888	4	0
30	2891	3	-1
30	2896	5	2
30	2900	4	-1
30	2903	3	-1
30	2906	3	0
30	2909	3	0
30	2914	5	2
30	2918	4	-1
30	2922	4	0
30	2926	4	0
30	2929	3	-1
30	2934	5	2
30	2938	4	-1
30	2942	4	0
30	2946	4	0
30	2949	3	-1
30	2954	5	2
30	2958	4	-1
30	2962	4	0
30	2966	4	0
30	2969	3	-1
30	2974	5	2
30	2979	5	0
30	2984	5	0
30	2988	4	-1
30	2992	4	0
30	2996	4	0
30	3001	5	1
30	3006	5	0
30	3011	5	0
30	3016	5	0
30	3020	4	-1
30	3025	5	1
30	3030	5	0
30	3035	5	0
30	3040	5	0
30	3044	4	-1
30	3047	3	-1
30	3052	5	2
30	3057	5	0
30	3062	5	0
30	3066	4	-1
30	3069	3	-1
30	3074	5	2
30	3077	3	-2
30	3082	5	2
30	3086	4	-1
30	3090	4	0
30	3094	4	0
30	3097	3	-1
30	3102	5	2
30	3107	5	0
30	3112	5	0
30	3116	4	-1
30	3120	4	0
30	3124	4	0
30	3129	5	1
30	3134	5	0
30	3139	5	0
30	3144	5	0
30	3148	4	-1
30	3151	3	-1
30	3156	5	2
30	3159	3	-2
30	3164	5	2
30	3168	4	-1
30	3172	4	0
30	3176	4	0
30	3180	4	0
30	3184	4	0
30	3189	5	1
30	3194	5	0
30	3199	5	0
30	3204	5	0
30	3208	4	-1
30	3211	3	-1
30	3216	5	2
30	3221	5	0
30	3226	5	0
30	3230	4	-1
30	3234	4	0
30	3238	4	0
30	3242	4	0
30	3246	4	0
30	3251	5	1
30	3256	5	0
30	3261	5	0
30	3266	5	0
