Pendolo inverso attivazione
dt	OCR2A	Prescaler
10	156	1024
-255	-3668	-55	0
-255	-3722	-54	1
-255	-3777	-55	-1
-255	-3832	-55	0
-255	-3887	-55	0
-255	-3942	-55	0
-255	-3997	-55	0
-255	-4051	-54	1
-255	-4106	-55	-1
-255	-4161	-55	0
-255	-4216	-55	0
-255	-4271	-55	0
-255	-4326	-55	0
-255	-4381	-55	0
-255	-4435	-54	1
-255	-4490	-55	-1
-255	-4545	-55	0
-255	-4600	-55	0
-255	-4655	-55	0
-255	-4710	-55	0
-255	-4764	-54	1
-255	-4819	-55	-1
-255	-4874	-55	0
-255	-4929	-55	0
-255	-4984	-55	0
-255	-5039	-55	0
-255	-5094	-55	0
-255	-5149	-55	0
-255	-5203	-54	1
-255	-5258	-55	-1
-255	-5313	-55	0
-255	-5368	-55	0
0	-5423	-55	0
0	-5477	-54	1
0	-5531	-54	0
0	-5582	-51	3
0	-5631	-49	2
0	-5679	-48	1
0	-5725	-46	2
0	-5770	-45	1
0	-5815	-45	0
0	-5859	-44	1
0	-5900	-41	3
0	-5941	-41	0
0	-5980	-39	2
0	-6017	-37	2
0	-6053	-36	1
0	-6088	-35	1
0	-6123	-35	0
0	-6155	-32	3
0	-6187	-32	0
0	-6217	-30	2
0	-6245	-28	2
0	-6272	-27	1
0	-6297	-25	2
0	-6322	-25	0
0	-6346	-24	1
0	-6368	-22	2
0	-6389	-21	1
0	-6409	-20	1
0	-6427	-18	2
0	-6444	-17	1
0	-6460	-16	1
0	-6474	-14	2
0	-6487	-13	1
0	-6499	-12	1
0	-6510	-11	1
0	-6519	-9	2
0	-6527	-8	1
0	-6534	-7	1
0	-6539	-5	2
0	-6543	-4	1
0	-6546	-3	1
0	-6548	-2	1
0	-6549	-1	1
0	-6549	0	1
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
0	-6549	0	0
255	-6549	0	0
255	-6545	4	4
255	-6527	18	14
255	-6501	26	8
255	-6468	33	7
255	-6431	37	4
255	-6389	42	5
255	-6344	45	3
255	-6296	48	3
255	-6246	50	2
255	-6195	51	1
255	-6143	52	1
255	-6090	53	1
255	-6037	53	0
255	-5983	54	1
255	-5928	55	1
255	-5874	54	-1
255	-5820	54	0
255	-5765	55	1
255	-5710	55	0
255	-5655	55	0
255	-5600	55	0
255	-5545	55	0
255	-5490	55	0
255	-5435	55	0
255	-5379	56	1
255	-5324	55	-1
255	-5269	55	0
255	-5214	55	0
255	-5159	55	0
255	-5104	55	0
255	-5049	55	0
255	-4994	55	0
255	-4939	55	0
255	-4884	55	0
255	-4828	56	1
255	-4773	55	-1
255	-4718	55	0
255	-4663	55	0
255	-4608	55	0
255	-4553	55	0
255	-4497	56	1
255	-4442	55	-1
255	-4387	55	0
255	-4332	55	0
255	-4277	55	0
255	-4222	55	0
255	-4167	55	0
255	-4112	55	0
255	-4056	56	1
255	-4001	55	-1
255	-3946	55	0
255	-3891	55	0
255	-3835	56	1
255	-3780	55	-1
255	-3725	55	0
255	-3670	55	0
255	-3615	55	0
255	-3560	55	0
255	-3504	56	1
255	-3449	55	-1
255	-3394	55	0
255	-3339	55	0
255	-3283	56	1
255	-3228	55	-1
255	-3173	55	0
255	-3118	55	0
255	-3063	55	0
255	-3007	56	1
255	-2952	55	-1
255	-2897	55	0
255	-2841	56	1
255	-2786	55	-1
255	-2731	55	0
255	-2676	55	0
255	-2620	56	1
255	-2565	55	-1
255	-2509	56	1
255	-2454	55	-1
255	-2399	55	0
255	-2343	56	1
255	-2288	55	-1
255	-2232	56	1
255	-2177	55	-1
255	-2122	55	0
255	-2066	56	1
255	-2011	55	-1
255	-1955	56	1
255	-1900	55	-1
255	-1845	55	0
255	-1789	56	1
255	-1734	55	-1
255	-1678	56	1
255	-1623	55	-1
255	-1567	56	1
255	-1512	55	-1
255	-1456	56	1
255	-1401	55	-1
255	-1346	55	0
255	-1291	55	0
255	-1235	56	1
255	-1180	55	-1
255	-1124	56	1
255	-1069	55	-1
255	-1013	56	1
255	-958	55	-1
255	-902	56	1
255	-847	55	-1
255	-792	55	0
255	-736	56	1
255	-681	55	-1
255	-625	56	1
255	-570	55	-1
255	-515	55	0
255	-459	56	1
255	-404	55	-1
255	-348	56	1
255	-293	55	-1
255	-238	55	0
255	-182	56	1
255	-127	55	-1
255	-72	55	0
255	-16	56	1
255	40	56	0
255	97	57	1
255	152	55	-2
255	208	56	1
255	263	55	-1
255	318	55	0
255	374	56	1
255	429	55	-1
255	484	55	0
255	540	56	1
255	595	55	-1
255	650	55	0
255	706	56	1
255	762	56	0
255	817	55	-1
255	872	55	0
255	927	55	0
255	983	56	1
255	1038	55	-1
255	1094	56	1
255	1149	55	-1
255	1204	55	0
255	1260	56	1
255	1315	55	-1
255	1370	55	0
255	1426	56	1
255	1481	55	-1
255	1537	56	1
255	1592	55	-1
255	1647	55	0
255	1703	56	1
255	1758	55	-1
255	1813	55	0
255	1869	56	1
255	1924	55	-1
255	1979	55	0
255	2035	56	1
255	2090	55	-1
255	2145	55	0
255	2201	56	1
255	2256	55	-1
255	2311	55	0
255	2367	56	1
255	2422	55	-1
255	2478	56	1
255	2533	55	-1
255	2588	55	0
255	2644	56	1
255	2699	55	-1
255	2754	55	0
255	2810	56	1
255	2865	55	-1
255	2921	56	1
255	2976	55	-1
255	3031	55	0
255	3087	56	1
255	3142	55	-1
255	3198	56	1
255	3253	55	-1
255	3308	55	0
255	3363	55	0
255	3419	56	1
255	3474	55	-1
255	3529	55	0
255	3585	56	1
255	3640	55	-1
255	3695	55	0
255	3751	56	1
255	3806	55	-1
255	3862	56	1
255	3917	55	-1
255	3972	55	0
255	4027	55	0
255	4083	56	1
255	4138	55	-1
255	4193	55	0
255	4249	56	1
255	4304	55	-1
255	4359	55	0
255	4415	56	1
255	4470	55	-1
255	4526	56	1
255	4581	55	-1
255	4636	55	0
255	4692	56	1
255	4747	55	-1
255	4802	55	0
255	4858	56	1
255	4913	55	-1
255	4968	55	0
255	5024	56	1
255	5079	55	-1
255	5134	55	0
255	5190	56	1
255	5245	55	-1
255	5301	56	1
255	5356	55	-1
255	5411	55	0
255	5467	56	1
255	5522	55	-1
255	5577	55	0
255	5633	56	1
255	5688	55	-1
255	5743	55	0
255	5798	55	0
255	5854	56	1
255	5909	55	-1
255	5965	56	1
255	6020	55	-1
255	6075	55	0
255	6131	56	1
255	6186	55	-1
255	6241	55	0
255	6296	55	0
255	6352	56	1
255	6407	55	-1
255	6462	55	0
255	6518	56	1
255	6573	55	-1
255	6628	55	0
255	6683	55	0
255	6739	56	1
255	6794	55	-1
255	6849	55	0
255	6905	56	1
1000	6960	55	-1
1000	7007	47	-8
1000	7039	32	-15
1000	7062	23	-9
1000	7078	16	-7
1000	7092	14	-2
1000	7103	11	-3
1000	7112	9	-2
1000	7119	7	-2
1000	7125	6	-1
1000	7129	4	-2
1000	7133	4	0
1000	7134	1	-3
1000	7134	0	-1
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
1000	7134	0	0
-255	7134	0	0
-255	7129	-5	-5
-255	7111	-18	-13
-255	7085	-26	-8
-255	7050	-35	-9
-255	7011	-39	-4
-255	6969	-42	-3
-255	6924	-45	-3
-255	6877	-47	-2
-255	6828	-49	-2
-255	6778	-50	-1
-255	6727	-51	-1
